2023-03-20 17:11:12.280249 [INFO   ] [APP] application started
2023-03-20 17:11:30.089926 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:30.090043 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:30.090075 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:30.090166 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-20 17:11:30.094028 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:30.094071 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:30.094324 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:30.094360 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:30.094644 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:30.094678 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:30.094876 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:30.094913 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:30.276167 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-20 17:11:30.276193 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-20 17:11:30.276244 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:30.276258 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:30.276291 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:30.276300 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:30.280448 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:30.280462 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:30.280511 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-20 17:11:30.280527 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:30.280532 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:30.280694 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:30.280706 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:30.435200 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:30.435225 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:30.435251 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:30.435257 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:30.521180 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:30.521208 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:30.613354 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:30.613390 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:30.613472 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:30.613516 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:30.613528 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:30.613562 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-20 17:11:30.616066 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:30.616095 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:30.616160 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:30.616172 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:30.616280 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:30.616296 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:30.616406 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:30.616425 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:30.772963 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:30.772992 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:30.773031 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:30.773047 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:31.077533 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:31.077580 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:31.077680 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:31.077729 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:31.077746 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:31.077788 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-20 17:11:31.077952 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:31.077989 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:31.078219 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:31.078253 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:31.078652 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:31.078687 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:31.078783 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:31.078815 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:31.363287 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:31.363345 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:31.363401 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:31.363419 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:31.558878 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:31.558915 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:31.558967 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:31.558996 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:31.618254 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-20 17:11:31.618310 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-20 17:11:31.618335 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:31.624682 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:31.624712 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:31.794852 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:31.794899 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:31.795063 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:31.795139 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:31.795162 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:31.795209 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-20 17:11:31.795510 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:31.795533 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:31.795890 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:31.795916 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:32.062908 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:32.062937 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:32.062999 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:32.063036 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:32.063049 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:32.063079 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-20 17:11:32.063103 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:32.063114 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:32.063394 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:32.063412 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:32.270298 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:32.270334 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:32.322777 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:32.322818 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:32.322873 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:32.322903 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:32.412720 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:32.412754 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:32.539089 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:32.539122 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:32.539195 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:32.539229 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:32.539239 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:32.539270 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-20 17:11:32.539395 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:32.539412 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:32.539545 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:32.539568 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:32.706951 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-20 17:11:32.706998 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-20 17:11:32.707016 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:32.714013 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:32.714038 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:32.865638 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:32.865663 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:32.865790 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:32.865811 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:32.865837 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:32.865878 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-20 17:11:32.866195 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:32.866263 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:32.866435 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:32.866447 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:32.866596 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:32.866643 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:32.866678 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:32.866688 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:33.041028 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:33.041067 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:33.041123 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:33.041151 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:33.302652 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:33.302686 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:33.302745 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:33.302756 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:33.547793 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:33.547821 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:33.547856 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:33.547871 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:33.800376 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:33.800422 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:33.800448 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:33.800455 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:34.060851 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:34.060887 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:34.060920 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:34.060929 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:34.277284 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:34.277318 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:34.277370 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:34.277396 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:34.605891 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:34.605925 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:34.605998 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:34.606022 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:34.606030 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:34.606058 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-20 17:11:34.610490 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:34.610509 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:34.610681 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:34.610697 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:34.799592 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:34.799650 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:34.799756 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:34.799777 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:35.007833 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-20 17:11:35.007866 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-20 17:11:35.007879 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:35.008028 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:35.008044 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:35.076334 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:35.076364 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:35.076424 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-20 17:11:35.076441 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:35.076449 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:35.076646 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:35.076667 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:35.170228 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:35.170261 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:35.317875 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:35.317899 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:35.317927 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:35.317934 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:35.548632 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:35.548671 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:35.548723 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:35.548756 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:35.770866 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:35.770911 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:35.770957 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:35.770971 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:35.976293 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-20 17:11:35.976329 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-20 17:11:35.976345 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:35.976485 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:35.976504 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:36.087819 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:36.087850 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:36.087926 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:36.087995 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:36.088012 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:36.088047 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-20 17:11:36.088772 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:36.088791 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:36.089040 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:36.089058 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:36.089171 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-20 17:11:36.089190 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-20 17:11:36.089226 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:36.089239 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:36.089333 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:36.089345 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:36.305005 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:36.305054 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:36.305155 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:36.305217 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:36.305225 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:36.305252 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-20 17:11:36.306858 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:36.306880 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:36.307530 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:36.307580 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:36.416039 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:36.416068 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:36.534180 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:36.534209 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:36.534237 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:36.534244 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:36.568823 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:36.568849 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:36.808589 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:36.808617 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:36.808649 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:36.808658 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:37.062773 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:37.062802 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:37.110279 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:37.110303 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:37.110334 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:37.110343 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:37.233900 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:37.233926 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:37.233952 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:37.233958 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:37.284300 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:37.284323 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:37.284380 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:37.284402 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:37.284410 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:37.284435 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-20 17:11:37.285651 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:37.285669 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:37.285835 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:37.285850 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:37.552533 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:37.552563 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:37.552625 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:37.552649 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:37.552657 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:37.552682 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-20 17:11:37.553764 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:37.553784 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:37.554553 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:37.554573 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:37.827651 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:37.827680 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:37.827708 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:37.827717 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:38.078947 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:38.078989 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:38.079089 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:38.079145 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:38.079159 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:38.079198 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-20 17:11:38.081307 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:38.081335 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:38.081681 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:38.081703 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:38.170621 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:38.170654 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:38.347144 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:38.347179 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:38.347226 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:38.347241 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:38.367648 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:38.367677 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:38.553573 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:38.553619 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:38.553750 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:38.553818 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:38.553836 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:38.553897 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-20 17:11:38.554409 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:38.554435 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:38.554854 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-20 17:11:38.554882 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-20 17:11:38.812482 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:38.812541 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:38.812597 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:38.812616 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:38.946703 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:38.946726 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-20 17:11:39.077790 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:39.077849 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:39.078006 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-20 17:11:39.078106 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-20 17:11:39.078137 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-20 17:11:39.078210 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-20 17:11:39.080529 [DEBUG  ] [CON] 'Exec' received 19 bytes
